tweet_id	user_id	text	created_at	label
46993489828909057	182266659	@AirLewis VITAMIN C AND GARLIC CRUSHING MEOW	2011-03-13 17:58:15	0
397783574797352960	545313028	Only 3 Arnica Balms left at Clinic Alternative Medicines retail space!! Don't worry I will be restocking soon :) http://t.co/ExWeR2Kvoo	2013-11-05 17:52:49	1
400641718372270080	388247063	Recent research from Holland suggests folic acid reduces the chance of baby having a congenital heart defect by... http://t.co/HMqCcpVk0J	2013-11-13 15:10:03	0
401583766973734912	1590139340	I'm so burnt and this aloe isn't helping 😡	2013-11-16 05:33:25	0
404288692514078720	34971386	@kristalcraven sudafed that I'm not sure I'm comfortable taking it. I think if rather be miserable than risk it. Haha	2013-11-23 16:41:50	1
414145733693296640	1097037367	The World’s First Premium Carbohydrate RTD that’s sugar free! New and Improved Karbolic RTD was… http://t.co/p9fmpJeg6m	2013-12-20 21:30:12	1
419988154662535168	206067340	My dr prescribed protein shakes to help me keep my weight up. Who the eff has to take supplements to GAIN weight?!	2014-01-06 00:25:53	1
421574264009928705	112408414	One appointment remaining for BOTOX this Monday pm. Call the salon for more details.....New Year New You?? http://t.co/ZT6Ds67mJq	2014-01-10 09:28:31	1
422202081228128256	22925404	when you're sick... puffs with Vicks is the best!!!! finding them in the store is even better! https://t.co/0qH78tDnBr	2014-01-12 03:03:14	0
423501388380143616	56367933	Made from the inner bark of the Pau D'arco tree, this herb contains an antifungal compound called lapachol and... http://t.co/jPdYXiFQe3	2014-01-15 17:06:13	0
424374427963625472	1891671350	DIY Vicks shower melts that work! #savemoney Vicks shower melts #DIY WEight loss products here: Easy 2 pills 2x/day http://t.co/2BZVArozFB	2014-01-18 02:55:22	0
429699677307826178	320008016	Baby im ur insulin if u need ur medicine. I'll be ur prescription, come &amp; take a dose of me. Once u get a dose of me, baby I'm ur medicine ♬	2014-02-01 19:36:01	0
432728319499329538	238009460	@AlYsSa_Lou4 lol that's funny, I literally just ate some tums !! But yes its the worst... I hate when I can't lay down because of it.. 😐	2014-02-10 04:10:45	1
435351052854894592	414073002	Interesting story on the Folic Acid debate...http://t.co/LtSBB2FLJh	2014-02-17 09:52:34	0
442004440187289601	1911089700	Newbie to #IUI with #Femara would love to hear some encouragement and success stories!http://t.co/4dnhK4EAY2#HelpAGirlOut #GoodKarma	2014-03-07 18:30:45	1
448939997878812672	275248594	lozenge	2014-03-26 21:50:11	0
449396189465935872	275248594	Lozenge. It's my favorite word.	2014-03-28 04:02:55	0
452520176169123840	59183026	My dad just admitted to using rogain xD	2014-04-05 18:56:32	1
458285407411503104	245182795	"My iPhone changed ""Petsmart"" to ""Percocet"".... Hmmmm"	2014-04-21 16:45:30	0
460049060661956610	442018380	@sambamthnkyamam was just discussing preventative hair loss by rogaine use in your 20s. My opinion? Au natural!	2014-04-26 13:33:38	1
460821083680411649	22673457	RT @LackOfShame: LollipopsPopsiclesFingersBreath mintsIce CubesJolly RanchersThroat LozengeStraws- Things my wife WILL suck on.	2014-04-28 16:41:22	1
461217285928390658	323299829	Legs bums and tums class killed me😥	2014-04-29 18:55:44	0
461717878710878208	221097446	Scissor Sisters united. @LaughFactory_LB @DanaEagleTweets @funnyhelenhong you are both my Xanax. Love ya!! http://t.co/TnghBw9lYo	2014-05-01 04:04:55	0
469265848083828736	34468565	Aloe is my best friend right now and sunglasses tan lines are not! #CANCUN2014 #1yearanniversary	2014-05-21 23:57:51	0
481355893968498688	414073002	Exposure to #vitaminD in later stages of pregnancy may have an effect on a child's sporting performance. Read more... http://t.co/GoIlszw3qm	2014-06-24 08:39:22	0
481742112250011648	2364553740	RT @CoventGardenAcu: Vitamin D Has Been Shown to Dramatically Improve Fertility.#vitaminD #health #fertility #wellbeing #supplements http:…	2014-06-25 10:14:04	0
486476599684919296	28914084	Natural remedies for pain relief...ginger is my favorite. #foodismedicine #naturalpainremedies #ginger… http://t.co/jocRH0ntOY	2014-07-08 11:47:14	0
486893968324841472	882259531	Here what customers are saying about Abiyah Naturals Clove Ginger Balm. Available at… http://t.co/hGncMQQQ1A	2014-07-09 15:25:42	0
494246100791226369	459938614	@AllFor_JayZion @Ermanimommy it must was gon b a tynol	2014-07-29 22:20:27	0
494997530942267394	408076893	RT @nourish_baby: How to use a TENS machine for pain relief in labour http://t.co/9TNIMEDwOL	2014-08-01 00:06:22	0
499738670052941824	61931792	@InspireConvos #Doctor's making profit and patients being harm by #Medical device called #Essure say no #Rwanda take your #Essure #Bayer	2014-08-14 02:05:58	0
501441479404187648	477703990	@MisterConnor1 chew on a clove, always works.	2014-08-18 18:52:19	0
505041229835677696	53849727	@Rheagannb prescribed me sum nausea medicine tho, didn't do much for me lol..	2014-08-28 17:16:27	1
505099661192204290	1523380735	Someone should donate an iPhone 5s case (cute but kinda protective) to the needy, I'm tired of my Pepto-Bismol lifeproof case 😩😢	2014-08-28 21:08:38	0
508361702032044032	130626442	Started watching #InTheClub. I do not miss swigging gaviscon 24/7.	2014-09-06 21:10:49	1
510399075930619904	1157952517	Add a dose of #anti inflammatory + #digestionaid to your #HSMSignatureSmoothie with fresh #ginger +… http://t.co/nUijJzqMyk	2014-09-12 12:06:37	0
512025350688481280	103301172	Novo Nordisk Injection Receives Backing from FDA Panel http://t.co/K9BvAxLF7o	2014-09-16 23:48:51	1
512692001494429696	85151902	Influenza Disease and Vaccines - National Vaccine Information Center http://t.co/ZlYSn6raCk	2014-09-18 19:57:53	1
512701088995110912	1710354158	I wanna name my first child vyvanse	2014-09-18 20:33:59	0
514402788944928768	1610325013	@amy__loux you need '4Head' it's a god send for headaches (Y)	2014-09-23 13:15:56	1
515974009041997825	397745925	I hate the way tums be tasting like EW.	2014-09-27 21:19:24	1
516447412060057600	246078498	I wonder if the milk and honey thing work for heart burn cause Tums ain't shit for me 😐😭	2014-09-29 04:40:32	1
516776432165736448	1288790522	My boss just handed me this and told me to drink my vitamins #goofy #surprisinglydelicious #vitaminC… http://t.co/qY3Ux0iFHL	2014-09-30 02:27:57	0
518179192442454018	248358918	@k_jenee try Tums they work for me	2014-10-03 23:22:01	1
520383047603322881	114368183	The ignorance going around about vaccines &amp; Ebola are pissing me off #ReadABook	2014-10-10 01:19:21	1
522125084396244992	288962301	RT @NJAllergyDoctor: Researchers have found about 500 milligrams (mg) of #vitaminC a day can ease #allergy symptoms &amp; just 1C of raw brocco…	2014-10-14 20:41:35	0
526520055203254273	137907836	Mums on the Go - October: Brauer Arnica Cream giveaway | Finding the ME in motherhood | ... - http://t.co/3dX3y0eWQE	2014-10-26 23:45:38	1
526547777384611840	248537549	@mcnemesiss If you have some bruises, try some @AQRSport, it works a lot faster than most arnica creams against bruises.	2014-10-27 01:35:47	1
527197289979592704	131370286	No Thrush - The 1st DRY formula Thrush treatment!Recommended by KES staff and perfect for wet weather to keep... http://t.co/Z6oF2XJZjP	2014-10-28 20:36:43	1
530193656888586241	2575343510	I REALLY hope I get picked to get the free products in the Rogaine Women Program. Wish me luck! http://t.co/LY3Sq72HAc via @expotv	2014-11-06 03:03:13	1
530894816339853313	406653757	@dbear1026 thank you for making me dinner and feeding me some vitamins😘 you da best	2014-11-08 01:29:22	0
534474586901860353	28305745	Punarnava - Boerhavia diffusa | Honey for PCOS | What Is Satva http://t.co/8VEtj9TdXK	2014-11-17 22:34:06	0
534831570793005056	40029897	Want to know what was in this amazing syrup? Well, one grain (65 mg) of morphine per fluid ounce, ca http://t.co/XnNCJyDNXI	2014-11-18 22:12:37	1
535866602194231296	354855472	RT @UberFacts: A bag of Skittles contains 50% of your daily recommended vitamin C.	2014-11-21 18:45:28	0
537225789067239424	376089162	@MamfaJane @PaedIQ Can be blamed on vaccs or teething etc but it may be totally unrelated. Who is to say? Any other signs of sickness?	2014-11-25 12:46:23	1
540578205204484096	460522504	@tttcnumber1 For TTC Prep for 3 months with acupuncture for blood flow to ovaries, protein, Vitamin D &amp; Antioxidants	2014-12-04 18:47:42	0
542547857019269120	2236779152	I wanna try maderma next tho , is it good ??	2014-12-10 05:14:23	1
552648942337273858	194727028	@kokomoymca @GraphicsKing209 I'm currently soaking in a hot bath and taking preemptive alieve. My legs are going to hate me tomorrow:	2015-01-07 02:12:30	1
553806955303944192	2820868761	Pussy put his ass to sleep now he callin me NyQuil... 😼	2015-01-10 06:54:02	0
556372325718052864	2207631552	RT @ArianaGrande: covered in ice packs / arnica. these rehearsals are kicking my ass but i love it. really want to make this show the best …	2015-01-17 08:47:54	1
556722863042879489	96305269	@quietchelle essential oils for pain are: German Chamomile, Clary Sage, Black Pepper, Ginger, Lavender, Eucalyptus, Peppermint, Rosemary...	2015-01-18 08:00:48	0
557077834506981376	2421363696	I need a Vicks humidifier	2015-01-19 07:31:20	0
563411123651616769	245182795	Has anyone used Copaiba/Clove or Valor for sciatica? PanAway isn't cutting it #youngliving @younglivingeo	2015-02-05 18:57:34	1
568696827450515456	98013151	Vicks saves lifes 👃	2015-02-20 09:01:04	0
569082324706570241	1070462030	The Provillus® Hair Re-Growth Treatment targets the hair follicle and contains a clinically proven ingredient to... http://t.co/4bSbCsbuIQ	2015-02-21 10:32:53	1
569375911021322240	229653366	XAN HAD ME LIKE 😂😂😂 | “@juugMan_BLACK Oml I jus found $150 in my pants pocket from like a week ago lol”	2015-02-22 05:59:30	1
577663639152435200	270518143	Foot, ankle, and an arnica oil back massage tonight—my husband rocks my pregnant socks! 😉 #butreally #imsothankful @dannysherman xoxo	2015-03-17 02:51:58	0
578112004063277056	20539557	@Missamanda77 It will get better, I promise. Lansinoh, correct positioning &amp; getting them out to air dry will help! x @TheMrsRaybould	2015-03-18 08:33:37	1
581340188661714944	3091584322	Cialis St http://t.co/NlH3mjFsGv	2015-03-27 06:21:16	0
583298608675491840	291989642	Our daily dose and needs of nutrients and vitamins! 🍶💪 http://t.co/pD6PiKZ41Z http://t.co/viVluyH96d	2015-04-01 16:03:20	0
584512614765432833	37728023	any advice for a newbie pls!!: Opiates started out for me as a must have for pain. ..now they're just a must h... http://t.co/4V9gmc5yXz	2015-04-05 00:27:21	1
585199728826130432	1201402910	They fucked up when they prescribed me these percs 😜 thats probably why im feeling so good soon this shit wear off ima be in so much pain 😖	2015-04-06 21:57:42	1
587457396563390464	2341726142	i think the retin-a micro was really just too harsh for my skin and actually causing more break outs.	2015-04-13 03:28:52	1
587661242174570498	79250323	"My professor speaking about a kid in my class, ""you're like a lozenge. You soothe me, buddy."" 😂😂😂"	2015-04-13 16:58:53	1
588167601920028673	1340393137	Mind blown! This stuff is so delicious and #fertilityfriendly with loads of #maca root. It sustains… https://t.co/SG2Ql7rjNm	2015-04-15 02:30:58	1
589415722167578624	946505696	T5 with Hoodia Real Review – Make Your Diet A Success T5 with Hoodia http://t.co/wCdlUBACnY	2015-04-18 13:10:33	1
590965178268684288	67197351	RT @strollerincity: I’m joining @tameramowrytwo in promising to play more with #BandAidBrand #Neosporin &amp; @KaBOOM! Visit http://t.co/uI5jHh…	2015-04-22 19:47:32	1
594760963762487296	37728023	need of subutex: Will this ever end http://t.co/84VkhPKfyz	2015-05-03 07:10:38	1
597800852649168896	2904468944	@Ayo_ObiDontPlay u just need a lil vitamin c lol	2015-05-11 16:30:04	0
604282231578824704	66077046	"I posted 11 photos on Facebook in the album ""Claritin Reditabs Launch"" http://t.co/e6Ugkryb6H"	2015-05-29 13:44:45	1
611613968151486464	66769647	Click here for $1.50 coupon #TeethingDoesntHaveToBite with Infants’ Advil #FreeSample http://t.co/VI0EqdykLO	2015-06-18 19:18:27	1
613473999037800448	1429106155	Surely they could make something that tastes half decent for heartburn gaviscon is the worst!! I'm going to have one hairy princess	2015-06-23 22:29:33	1
614268603118911488	458532120	@LoganGoodner7 diamond butter, cheese axe, porcelain porcupine, Steele lozenge, ice banana, dragon berries.	2015-06-26 03:07:02	0
615087833473241089	27956109	BUMS &amp; TUMS AT HOME!Target your butt &amp; abs with these 4 combo exercises. Tone up, burn up, have fun!@lornajanehofUK http://t.co/Bi7CvxOzet	2015-06-28 09:22:21	0
620241325296848896	236237519	How To Make An Excellent Homemade Natural Decongestant and Expectorant http://t.co/joe7v19BbC	2015-07-12 14:40:30	1
621393826591191040	1513251314	Hi @LRatapana. Yep, still going (10 yrs this year!). We're at Christ Church on Lillian Grove. Bums, Tums and Wobbly Bits tomorrow at 6:30!	2015-07-15 19:00:07	0
621729167906881540	434153805	@shelbsss22 use the baby aveno eczema cream. I use it on King lol	2015-07-16 17:12:39	1
621749999760707584	67157872	RT @netflix: Oh Mylanta, it's really happening! http://t.co/mD7qayaE44	2015-07-16 18:35:26	0
624285986835558400	280329066	@_Reeeese use maderma	2015-07-23 18:32:32	1
633493227035885568	23550047	RT @LenGotGame: 😈 RT @JLaCocaina: RT @morgzz23: I JUST TOOK A PISS AND I SEEN CODEINE COMING OUT https://t.co/mEGllBVR1J	2015-08-18 04:18:49	1
637612426574331904	3313030383	🌿🌿 Today's post is all about arnica http://t.co/cFNZR4yM74 #bbloggers #mummybloggers 🌿🌿	2015-08-29 13:07:03	1
638569192262729728	479977051	If my Neosporin expired 02/2012 will it still work Y/N?	2015-09-01 04:28:54	1
639965562383286272	2201934477	i just took a piss and I seen codeine coming out . 🎶	2015-09-05 00:57:34	1
